"","ID","P.value","Significant","Expression.profile","VEG","MEI","FRG","DEV1","DEV2.3","DEV4"
"35258","PTET.51.1.G0850119","3,77E-018","YES","Late peak","35,94993957","57,17497874","118,7860102","157,7402181","225,7438762","106,7136353"
"35259","PTET.51.1.G0850120","7,96E-021","YES","Late repression","805,5623868","1151,930074","1589,295702","1470,736206","75,26865842","126,8188135"
"35260","PTET.51.1.G0850124","1,68E-015","YES","Late repression","2074,695485","848,2577655","1362,072779","799,4761404","429,9483938","681,6301509"
"35261","PTET.51.1.G0850125","8,34E-006","YES","Late induction","20,53035801","39,27331417","36,76576249","44,06456825","64,48193935","90,40659452"
"35262","PTET.51.1.G0850126","1,61E-019","YES","Late repression","76,66228243","131,3407574","128,3686991","154,4662797","16,87360777","36,77771912"
"35263","PTET.51.1.G0850127","3,33E-007","YES","Early repression","1714,420372","566,1367997","360,8100992","342,9420386","581,6401803","548,0556803"
"35264","PTET.51.1.G0850129","1,06E-013","YES","Early repression","9009,095714","3301,126292","3040,701085","2290,515374","2616,896514","3766,291501"
"35265","PTET.51.1.G0850131","6,06E-005","YES","Late induction","177,897696","289,9650443","320,7611623","391,2051473","461,9275207","475,8740949"
"35266","PTET.51.1.G0850132","2,85E-016","YES","Late repression","6222,820285","4651,158918","3154,688783","2704,998021","2335,692961","2405,373286"
"35267","PTET.51.1.G0850134","7,07E-020","YES","Intermediate peak","1661,960108","3797,719307","7920,501803","9203,598648","10989,99614","9560,49288"
"35268","PTET.51.1.G0850137","0,002357464","YES","Late repression","38,82991645","62,43589574","39,54025599","19,59363928","12,04601478","9,461775752"
"35269","PTET.51.1.G0850139","2,28E-008","YES","Late repression","459,7769956","362,8224104","456,8833778","285,8346333","205,346428","253,9096066"
"35270","PTET.51.1.G0850140","2,01E-008","YES","Intermediate peak","6,93630222","22,35504207","43,37558289","50,16616227","38,93107702","63,9783513"
"35271","PTET.51.1.G0850141","5,12E-138","YES","Late induction","25,33994494","73,64012087","716,6940204","1939,21712","3972,656289","4170,342417"
"35272","PTET.51.1.G0850143","7,05E-004","YES","Early repression","3341,80817","1349,696584","397,4749053","603,82454","1609,36746","1153,504899"
"35273","PTET.51.1.G0850144","2,67E-014","YES","Late repression","525,315299","1036,661417","1385,820164","1584,99196","130,792742","259,8273402"
"35274","PTET.51.1.G0850145","3,56E-007","YES","Intermediate peak","1351,089002","1974,415085","3623,4308","4966,538434","5761,856349","7611,106067"
"35275","PTET.51.1.G0850149","8,06E-006","YES","Late induction","2896,998781","2465,992991","2714,516254","3413,459063","5141,648783","6583,937803"
"35276","PTET.51.1.G0850150","2,78E-004","YES","Late induction","48,80021202","105,9266291","112,7363258","113,0133293","117,1737903","149,3300102"
"35277","PTET.51.1.G0850151","3,69E-013","YES","Early repression","4049,959963","2733,703867","1418,429487","1356,793867","1558,583633","1677,836981"
"35278","PTET.51.1.G0850153","0,001197472","YES","Intermediate peak","84,31855377","70,84562363","157,1435699","189,1514224","230,8385937","195,8142442"
"35279","PTET.51.1.G0850159","9,11E-008","YES","Late induction","40,22598413","41,19972724","59,27469232","93,72720924","139,7962184","149,9462109"
"35280","PTET.51.1.G0850164","6,73E-004","YES","Early repression","300,6574246","153,8392315","130,3999013","227,7929821","263,2057092","202,4011082"
"35281","PTET.51.1.G0850165","5,28E-236","YES","Late induction","82,66511114","622,9690358","1530,967685","1842,111865","7908,130915","8759,230917"
"35282","PTET.51.1.G0850166","3,35E-010","YES","Late induction","7,530459255","26,72162429","84,91294999","100,9179484","114,6057089","164,404673"
"35283","PTET.51.1.G0850167","1,11E-012","YES","Intermediate peak","1,056709308","6,618991066","50,26019627","38,66681611","39,74616654","230,5810083"
