"","ID","P.value","Significant","Expression.profile","VEG","MEI","FRG","DEV1","DEV2.3","DEV4"
"4447","PTET.51.1.G0180258","0,374168584","NO","none","200,2140611","188,0687594","189,9672655","156,3336321","173,783456","191,1561956"
"4448","PTET.51.1.G0180262","0,62723073","NO","none","43126,50576","41705,22082","43100,75876","35794,73727","41517,96921","56439,41316"
"4449","PTET.51.1.G0180263","6,29E-001","NO","none","0","0","3,257840288","1,262223454","1,016679296","0,71565189"
"4450","PTET.51.1.G0180267","0,112036793","NO","none","14,78756341","7,989853104","10,1221221","13,25304293","14,65190011","15,30844169"
"4451","PTET.51.1.G0180268","3,73E-002","NO","none","57,74901086","69,87066916","122,8473823","113,5394715","91,66556835","91,32364904"
"4452","PTET.51.1.G0180270","1,67E-001","NO","none","84,53882197","96,95456068","78,60613455","76,78355762","111,5647454","110,177646"
"4453","PTET.51.1.G0180272","0,039119114","NO","none","141,2113312","97,60123437","118,1336903","149,323421","184,8633387","178,391538"
"4454","PTET.51.1.G0180275","6,67E-003","NO","none","365,5215954","346,785198","433,7471303","553,1414608","606,957748","566,5670581"
"4455","PTET.51.1.G0180276","3,45E-002","NO","none","46,02161181","32,46470213","27,3278031","43,17335868","50,24219694","43,48085303"
"4456","PTET.51.1.G0180278","0,011243389","NO","none","107,3149378","100,8597019","90,72257353","85,47394224","58,00419102","60,80031463"
"4457","PTET.51.1.G0180279","9,39E-002","NO","none","229,8264954","224,1396536","158,1566391","207,2636449","181,3158405","191,9791799"
"4458","PTET.51.1.G0180281","0,879835735","NO","none","0","0","0","1,563075518","0","0,187435218"
"4459","PTET.51.1.G0180283","0,170786141","NO","none","3251,774509","3234,965282","2775,479421","2621,96171","3007,441081","2836,35216"
"4460","PTET.51.1.G0180284","3,08E-002","NO","none","397,3186003","306,7843429","437,9136513","378,3167648","269,4303633","244,8998518"
"4461","PTET.51.1.G0180288","0,01366021","NO","none","933,396631","634,2165659","682,4089032","780,5004165","1048,149058","855,0843193"
"4462","PTET.51.1.G0180289","4,91E-002","NO","none","906,9365666","1397,354369","1035,970923","1069,254367","1141,669378","1160,437001"
"4463","PTET.51.1.G0180294","2,19E-002","NO","none","241,9945309","260,5189923","397,8068809","218,9865146","189,624439","177,8074927"
"4464","PTET.51.1.G0180295","1,89E-008","NO","none","1,047665464","3,515977228","5,005612467","6,242789528","12,07418968","7,634862741"
"4465","PTET.51.1.G0180296","0,630862007","NO","none","1,377602671","1,462243135","4,495177419","1,361687456","0","1,663789563"
"4466","PTET.51.1.G0180297","3,07E-002","NO","none","0","16,05088005","6,477156656","25,32976805","24,84552436","6,520090464"
"4467","PTET.51.1.G0180299","4,34E-002","NO","none","101,5566363","166,52747","120,9759496","109,7054628","113,4980464","117,8145036"
"4468","PTET.51.1.G0180301","2,17E-001","NO","none","5526,000199","5531,594423","5095,731172","5097,696346","5789,929288","5867,573483"
"4469","PTET.51.1.G0180307","0,009832693","NO","none","278,4272307","178,6231482","299,3468675","233,3833053","451,8780093","579,2026904"
"4470","PTET.51.1.G0180308","0,48483932","NO","none","99,42427472","118,9393224","92,60035077","88,03015058","98,92894505","89,99097631"
"4471","PTET.51.1.G0180309","0,399030192","NO","none","55,51277532","52,49498929","52,97887996","63,43825748","61,95316662","28,69769795"
"4472","PTET.51.1.G0180311","0,04626213","NO","none","676,8739752","629,6453645","477,7396205","437,5414777","490,108515","408,3885122"
"4473","PTET.51.1.G0180312","1,50E-001","NO","none","160,9485406","238,3490726","158,7841533","118,9365229","114,6928739","131,84958"
"4474","PTET.51.1.G0180315","0,259131721","NO","none","446,9288743","424,4105002","457,7979353","373,6989905","358,1430535","543,3005531"
"4475","PTET.51.1.G0180316","0,155980527","NO","none","123,7890648","159,3002453","192,1799429","183,6333601","79,45223108","127,1374124"
"4476","PTET.51.1.G0180317","0,175265092","NO","none","53,1087635","83,66003975","68,39192172","57,51482238","62,33847242","48,46351601"
"4477","PTET.51.1.G0180318","3,75E-001","NO","none","22,06718766","23,83882626","25,14316508","9,42694019","29,77631588","32,88309599"
"4478","PTET.51.1.G0180323","0,622244898","NO","none","66,21336746","69,39187871","56,98744691","52,3603312","63,73490454","78,71565602"
"4479","PTET.51.1.G0180324","0,000527587","NO","none","849,4214215","505,0787352","689,4706427","622,2557458","468,6323819","444,9526328"
"4480","PTET.51.1.G0180325","2,86E-001","NO","none","126,9472738","131,3558736","144,6898506","112,0174999","168,3739718","144,8606216"
"4481","PTET.51.1.G0180328","0,09724617","NO","none","113,5403348","118,455169","95,57967539","75,03623274","141,8901907","83,21218396"
"4482","PTET.51.1.G0180329","6,15E-001","NO","none","25,96869075","16,45515708","25,40583799","45,15935844","25,94454421","20,57184396"
"4483","PTET.51.1.G0180332","0,335209308","NO","none","428,5977404","416,5575519","403,7068349","412,8509867","431,8703348","334,9677841"
"4484","PTET.51.1.G0180333","0,407259067","NO","none","80,06065177","76,37274306","89,99711791","79,11815505","95,05385007","92,23655773"
"4485","PTET.51.1.G0180334","3,99E-002","NO","none","589,3683001","513,8380147","545,4095366","435,3128414","472,5382251","469,9779095"
"4486","PTET.51.1.G0180338","0,1648461","NO","none","226,2508886","220,9371856","252,6955556","305,6425659","289,1658066","236,6961384"
"4487","PTET.51.1.G0180339","0,215097341","NO","none","664,70171","801,4699271","728,4812303","458,755361","525,0416041","440,7598255"
"4488","PTET.51.1.G0180340","0,111135531","NO","none","342,2501678","479,9556226","451,6338747","385,295225","199,9637438","158,1362108"
"4489","PTET.51.1.G0180341","0,512307879","NO","none","1,732733765","3,61352354","2,051398035","0,732590654","2,852684088","3,655327645"
"4490","PTET.51.1.G0180342","0,201215433","NO","none","151,4177674","145,2259069","104,0599974","185,3678743","256,7373888","178,8957351"
"4491","PTET.51.1.G0190001","0,259211486","NO","none","112,5208804","130,6003708","162,732821","175,0858271","106,0742546","105,0006611"
"4492","PTET.51.1.G0190002","0,003251118","NO","none","76,081804","104,0831094","111,3412934","126,1434784","150,8695106","192,5430353"
"4493","PTET.51.1.G0190003","0,50861009","NO","none","12,47241293","12,57855829","14,04054613","14,89912337","23,24435427","17,90714921"
"4494","PTET.51.1.G0190004","0,663361941","NO","none","28,21601793","34,51849148","34,63170744","30,70701744","32,4324003","32,74944153"
"4495","PTET.51.1.G0190007","1,29E-001","NO","none","0,499151838","3,60381528","0,915782957","0,683345145","0,671973961","0,754130397"
"4496","PTET.51.1.G0190009","0,384211096","NO","none","41,27049509","63,17229228","75,31072096","54,97101591","53,56525109","34,81961857"
"4497","PTET.51.1.G0190010","3,96E-002","NO","none","76,28912382","135,1915339","151,6671934","102,7704479","107,5453253","95,18576027"
"4498","PTET.51.1.G0190012","1","NO","none","0","0","1,209237684","0","0","0"
"4499","PTET.51.1.G0190013","0,303458389","NO","none","146,7877169","144,7426872","119,5312776","142,4500062","120,9298583","125,0688372"
"4500","PTET.51.1.G0190014","5,32E-002","NO","none","55,30955862","58,02830551","48,24159032","40,46600253","47,49106652","20,26444927"
"4501","PTET.51.1.G0190016","0,417569807","NO","none","249,5677359","223,5640727","243,0027817","208,8354091","228,9183963","247,3562509"
"4502","PTET.51.1.G0190017","0,174724435","NO","none","372,0919868","450,9351088","363,381873","558,8035568","587,362913","418,5398157"
"4503","PTET.51.1.G0190018","0,067774756","NO","none","4,784670834","15,46930385","17,75594717","14,08187646","10,64832634","29,45519137"
"4504","PTET.51.1.G0190019","0,003092192","NO","none","472,5482127","301,1543137","299,8227839","304,722679","317,7170121","272,306518"
"4505","PTET.51.1.G0190020","0,010485056","NO","none","1045,17411","1463,618552","1013,44671","1158,908136","1634,312825","498,9127722"
"4506","PTET.51.1.G0190021","0,000239789","NO","none","607,9744199","391,9564126","377,0713766","441,8144521","400,8853939","365,9846833"
"4507","PTET.51.1.G0190022","0,007533005","NO","none","421,4740257","248,4399636","277,2792416","348,4707262","289,7168668","309,3499625"
"4508","PTET.51.1.G0190023","1,00E+000","NO","none","0","3,492123068","1,464676667","2,001560506","0","0"
"4509","PTET.51.1.G0190025","0,675565153","NO","none","469,2146338","543,9014356","386,7089482","447,5111441","527,7495897","385,3713807"
"4510","PTET.51.1.G0190026","0,673166502","NO","none","445,016991","475,593391","419,7178041","404,8583524","459,9607894","543,5639813"
"4511","PTET.51.1.G0190027","0,454597092","NO","none","1,82648444","14,54287697","6,367293943","9,306823898","8,649028485","4,139243807"
"4512","PTET.51.1.G0190028","0,161279912","NO","none","1039,971453","998,9511629","923,8521261","799,8019822","868,8372749","993,1617773"
"4513","PTET.51.1.G0190029","1,70E-002","NO","none","50,02535325","56,40635662","85,50139334","90,78282383","69,27987928","63,4828546"
"4514","PTET.51.1.G0190031","8,53E-002","NO","none","60,9435397","76,91273946","78,65943466","107,0132598","68,09534376","75,49047575"
"4515","PTET.51.1.G0190034","0,448371453","NO","none","59,74713125","69,66009382","43,21493951","43,9928112","70,0257085","55,24044922"
"4516","PTET.51.1.G0190035","0,328912229","NO","none","101,8847558","96,38205525","105,6713182","141,0137245","130,7231814","110,4706967"
"4517","PTET.51.1.G0190036","0,008871615","NO","none","1166,463611","931,5728547","765,3314909","737,7563896","915,6566825","976,5104361"
"4518","PTET.51.1.G0190037","1,00E+000","NO","none","0","1,834855697","0,177205937","0","0","0"
"4519","PTET.51.1.G0190042","0,010593137","NO","none","26,11864097","61,80440797","75,1191958","101,3190722","113,2243556","93,26024499"
"4520","PTET.51.1.G0190043","0,013670652","NO","none","797,4475575","535,8526906","664,6935848","583,3180683","518,299538","632,9664592"
"4521","PTET.51.1.G0190044","0,154262992","NO","none","44,0582099","90,68067685","60,0391184","27,11857877","44,07701407","46,96337678"
"4522","PTET.51.1.G0190045","1,41E-001","NO","none","131,0489647","192,1742433","212,6352004","219,2183925","206,0351617","225,0115975"
"4523","PTET.51.1.G0190048","2,97E-001","NO","none","351,0018179","249,7959976","254,2438194","282,516579","478,0681675","372,5056677"
"4524","PTET.51.1.G0190050","0,038348338","NO","none","16,9566316","45,98514951","37,04467359","32,46432239","25,901496","37,9428377"
"4525","PTET.51.1.G0190051","6,11E-003","NO","none","88,74166292","79,38424471","129,401222","122,7225866","108,2438905","90,08996253"
"4526","PTET.51.1.G0190053","0,052793809","NO","none","199,7130586","133,0478756","191,8228153","209,9471023","227,0335129","245,2735076"
"4527","PTET.51.1.G0190054","0,118006337","NO","none","12,19969055","13,22912122","16,70449905","19,77492007","35,42827668","41,6914992"
"4528","PTET.51.1.G0190055","1,16E-002","NO","none","251,3256543","119,1802287","220,2539659","195,5867158","166,989489","212,0185131"
"4529","PTET.51.1.G0190058","0,151303958","NO","none","45,81092302","47,15680988","51,35241281","53,40547854","56,04403377","66,48275882"
"4530","PTET.51.1.G0190060","1,00E+000","NO","none","0","0,974414985","0","0","0","0"
"4531","PTET.51.1.G0190062","0,098004772","NO","none","174,9135142","118,8129663","218,0487545","224,5090963","170,6517199","264,3551607"
"4532","PTET.51.1.G0190063","0,106967083","NO","none","4,110995795","5,076352815","6,174660799","10,59146518","18,88161304","22,00190608"
"4533","PTET.51.1.G0190064","0,236069153","NO","none","1340,313833","1330,845742","1566,258694","1064,272833","996,962078","918,2089885"
"4534","PTET.51.1.G0190065","1","NO","none","0","4,892121333","2,452428723","0","0","0"
"4535","PTET.51.1.G0190066","4,37E-002","NO","none","284,0796006","363,0556517","381,5303758","423,8165593","402,4134946","415,5148108"
"4536","PTET.51.1.G0190071","0,354608166","NO","none","93,22753185","76,44878166","139,3493333","88,91175376","93,35920858","113,2079238"
"4537","PTET.51.1.G0190072","5,51E-002","NO","none","303,9353521","308,6543432","311,9698341","368,1203568","396,8729202","367,8778342"
"4538","PTET.51.1.G0190074","0,060753162","NO","none","213,5066861","298,2086689","199,3958125","163,518422","159,278949","199,102475"
"4539","PTET.51.1.G0190075","3,69E-001","NO","none","135,3843175","89,24189528","145,4129231","190,2410512","141,5179592","100,9821599"
"4540","PTET.51.1.G0190077","2,35E-001","NO","none","352,722199","378,9763528","484,570903","364,0636854","273,4233656","393,5873942"
"4541","PTET.51.1.G0190078","6,46E-005","NO","none","8511,136645","8472,855968","5184,555564","6308,54876","4408,281769","4435,28812"
"4542","PTET.51.1.G0190080","0,022735251","NO","none","79,25890837","30,12925226","9,453678701","31,0338432","58,28280073","12,8991023"
"4543","PTET.51.1.G0190081","4,67E-004","NO","none","88,79771741","94,91175276","99,79045541","117,6405169","154,6979767","145,149928"
"4544","PTET.51.1.G0190083","0,744310143","NO","none","55,7331146","70,47122314","67,03820927","47,3200166","52,19875907","39,76976564"
"4545","PTET.51.1.G0190084","0,112856432","NO","none","1110,738917","1396,426368","1211,122235","1342,834337","1516,363722","1359,629771"
"4546","PTET.51.1.G0190085","0,045131635","NO","none","984,1707669","688,9380546","518,9234706","580,477462","608,8325551","516,032041"
"4547","PTET.51.1.G0190086","4,23E-001","NO","none","715,6560825","904,2725533","717,4051873","772,1911608","719,2705191","591,4892265"
"4548","PTET.51.1.G0190088","0,304171718","NO","none","21,09085726","37,30606024","22,29495846","23,54698429","27,65424992","24,01640893"
"4549","PTET.51.1.G0190089","1,94E-003","NO","none","145,6741958","198,0399517","271,4306618","149,7600132","128,2109892","136,0814187"
"4550","PTET.51.1.G0190091","0,457621518","NO","none","30,32886598","51,32273865","38,02957411","26,23549721","44,6666734","31,66772265"
"4551","PTET.51.1.G0190092","2,00E-001","NO","none","52,64312849","85,68603886","90,1140374","63,26577403","77,87463717","77,22043594"
"4552","PTET.51.1.G0190094","4,14E-002","NO","none","284,0169784","308,7477483","255,715498","165,412096","193,1388186","111,1238789"
"4553","PTET.51.1.G0190097","0,102970931","NO","none","318,7438143","300,9056007","413,2317726","442,3137793","286,1780014","293,9146344"
"4554","PTET.51.1.G0190098","0,654447395","NO","none","55,33363018","53,85171624","64,5941699","66,81835971","59,93506379","82,11162565"
"4555","PTET.51.1.G0190099","0,038874129","NO","none","17,53703856","20,24511797","49,75312795","29,95515692","46,61521252","86,74272098"
"4556","PTET.51.1.G0190100","0,479341237","NO","none","81,73151138","79,34147534","78,25782982","67,65370488","66,23529399","94,41167618"
"4557","PTET.51.1.G0190103","0,175157151","NO","none","3,246086343","6,773389366","15,74897409","10,67791352","13,94742942","16,48680323"
"4558","PTET.51.1.G0190104","0,477584724","NO","none","37,25793307","54,48319055","41,5236982","53,46965594","39,47812107","61,17773782"
"4559","PTET.51.1.G0190105","0,094606637","NO","none","1079,305175","1307,48165","1273,386294","1269,484579","1391,584622","1338,034739"
"4560","PTET.51.1.G0190106","7,43E-002","NO","none","0,454493332","5,066030159","6,762976821","2,974058612","1,155903506","0"
"4561","PTET.51.1.G0190108","0,465804844","NO","none","290,1934886","372,7132078","270,8515788","300,6795894","344,8646875","374,4509952"
"4562","PTET.51.1.G0190109","2,03E-002","NO","none","183,1786599","70,43613038","100,3866617","130,6905686","164,8675187","104,0045149"
"4563","PTET.51.1.G0190111","2,40E-002","NO","none","2395,196564","2766,489947","1783,564096","1737,354825","1759,521508","1760,937151"
"4564","PTET.51.1.G0190113","0,246329365","NO","none","100,9319788","99,55837521","118,6383531","120,1194787","112,6537981","132,2084477"
"4565","PTET.51.1.G0190114","1,51E-001","NO","none","75,37663786","149,5068596","99,08361447","144,1094202","138,9175048","132,5532716"
"4566","PTET.51.1.G0190118","1,58E-006","NO","none","1942,136397","3454,804169","2921,247413","2814,289187","3210,031661","3897,941379"
"4567","PTET.51.1.G0190121","2,91E-003","NO","none","169,2289776","240,8116239","302,4886271","265,4326039","140,8981136","132,5610267"
"4568","PTET.51.1.G0190122","6,13E-005","NO","none","3634,649483","2276,568051","2079,554617","2527,590052","3674,421169","4888,883502"
"4569","PTET.51.1.G0190123","0,037651447","NO","none","345,2200702","302,626742","195,8965756","243,4141981","203,2652544","95,14091739"
"4570","PTET.51.1.G0190124","0,545490163","NO","none","490,5672286","505,285096","475,4842669","569,7208837","582,1594984","622,2110896"
"4571","PTET.51.1.G0190125","5,00E-001","NO","none","36,12980026","136,9270072","36,57458745","121,229098","82,2150416","59,44941392"
"4572","PTET.51.1.G0190127","4,37E-001","NO","none","41,59390497","167,3877109","46,50937281","126,2113923","92,99934512","84,21530964"
"4573","PTET.51.1.G0190136","5,87E-002","NO","none","292,3096972","599,2839571","383,10564","335,2074392","421,6726305","383,6601919"
"4574","PTET.51.1.G0190140","0,630333096","NO","none","113,8402051","133,7161352","118,847981","104,519998","113,5570713","140,7967814"
"4575","PTET.51.1.G0190141","0,278984504","NO","none","65,79250984","59,90686043","51,75287606","67,92590153","50,75414049","50,80487636"
"4576","PTET.51.1.G0190142","1,18E-001","NO","none","230,8444711","206,7599277","185,7253949","189,0281577","239,9348534","332,1828594"
"4577","PTET.51.1.G0190144","0,046301832","NO","none","27,56306503","72,22519055","101,5721481","57,32138259","67,14933432","67,41921499"
"4578","PTET.51.1.G0190145","1,92E-002","NO","none","262,3292212","139,1717231","97,7191785","130,6731563","171,0166066","109,2229314"
"4579","PTET.51.1.G0190146","9,09E-005","NO","none","8420,343993","6005,316533","5493,52856","4651,845069","5626,290474","5860,604266"
"4580","PTET.51.1.G0190147","0,078268051","NO","none","304,8201404","267,0901993","378,8397556","277,6331345","215,027145","210,9446229"
"4581","PTET.51.1.G0190148","4,13E-002","NO","none","1045,066613","695,1511049","771,0908365","781,0901026","945,984918","928,6763461"
"4582","PTET.51.1.G0190153","0,044382736","NO","none","1379,915372","1117,190358","1264,556659","1188,241858","886,6146295","626,7625865"
"4583","PTET.51.1.G0190154","0,093875421","NO","none","93,56354267","212,3995598","163,4532339","127,9616526","162,5277711","99,64363476"
"4584","PTET.51.1.G0190155","0,260689732","NO","none","20,89104679","18,2748555","20,94772164","16,72957608","15,15777461","13,0214422"
"4585","PTET.51.1.G0190156","0,370906994","NO","none","3,694465894","1,528411831","8,560408982","8,7190316","7,30648766","3,353693462"
"4586","PTET.51.1.G0190158","7,24E-003","NO","none","124,0466725","88,46086673","85,82476265","113,5007995","145,0633584","163,4375936"
"4587","PTET.51.1.G0190160","0,012076594","NO","none","6,444995755","110,1696622","71,31782131","37,92696015","17,39992163","33,75974344"
"4588","PTET.51.1.G0190161","0,416293033","NO","none","20,99305982","23,989507","18,20011737","14,26875058","18,72422738","21,56536997"
"4589","PTET.51.1.G0190164","1,42E-001","NO","none","77,3947009","111,3684348","76,27719178","74,15997553","114,3166704","80,90115319"
"4590","PTET.51.1.G0190166","0,084887534","NO","none","82,3541314","83,8123356","107,3229357","100,1823601","119,8939008","127,0314433"
"4591","PTET.51.1.G0190167","0,006937362","NO","none","165,3779705","265,1162683","183,9688136","201,8814354","288,6303276","193,3424973"
"4592","PTET.51.1.G0190168","0,04625702","NO","none","17,13351509","19,98082931","24,78020121","15,25423926","30,64946825","22,23758918"
"4593","PTET.51.1.G0190169","0,033414638","NO","none","52,02700635","53,26516337","62,1539243","73,70526375","76,68462037","89,39136692"
"4594","PTET.51.1.G0190171","0,140896434","NO","none","0","8,372610926","3,885676339","6,789712533","12,43930949","11,60235227"
"4595","PTET.51.1.G0190172","0,104438318","NO","none","21,36599043","19,19657303","19,72553187","21,91184581","26,95303945","31,7132405"
"4596","PTET.51.1.G0190173","0,073876509","NO","none","27,26761048","46,15207052","52,06704848","49,12977611","53,84154942","52,07439138"
"4597","PTET.51.1.G0190174","0,133143887","NO","none","70,33014305","62,93088975","194,217634","195,7680139","294,0115338","259,3324616"
"4598","PTET.51.1.G0190175","0,064918255","NO","none","3,514748436","6,016620882","12,03458979","5,547859667","14,15466499","12,88399327"
"4599","PTET.51.1.G0190176","TRUE","NO","none","6,985736786","9,957165296","8,480280113","4,922417624","13,97365735","19,40802442"
"4600","PTET.51.1.G0190177","Inf","NO","none","0","0","0","0","0","0"
"4601","PTET.51.1.G0190178","0,048783999","NO","none","0","10,63294075","15,38258246","8,61837429","13,04127103","14,63948644"
"4602","PTET.51.1.G0190180","0,295276477","NO","none","4,069580074","1,008295896","4,595437348","5,316651762","5,752534602","21,40890994"
"4603","PTET.51.1.G0190181","0,441631262","NO","none","2,349140454","1,933273837","2,119002496","0,519862318","1,544227264","9,287210895"
"4604","PTET.51.1.G0190182","0,079310402","NO","none","64,90673596","74,31899851","84,37570835","108,0183261","84,33571897","87,99590695"
"4605","PTET.51.1.G0190183","5,05E-003","NO","none","832,2201107","737,4025549","694,9841938","668,3293941","512,0141818","619,5405899"
"4606","PTET.51.1.G0190185","0,614543562","NO","none","4,700914474","8,74515952","8,919921569","5,875985141","2,784870615","5,173548756"
"4607","PTET.51.1.G0190186","0,418608266","NO","none","55,88370417","40,70967485","67,46681412","55,98073049","57,43329156","88,3558049"
"4608","PTET.51.1.G0190187","0,10579091","NO","none","42,41190784","34,57100251","60,55300308","76,14482508","33,53391212","40,48983053"
"4609","PTET.51.1.G0190188","6,61E-001","NO","none","127,3750116","126,2730399","115,9799703","121,9032444","130,033763","147,9350113"
"4610","PTET.51.1.G0190190","TRUE","NO","none","26,9781727","56,49788221","40,97218295","55,06595195","71,52348355","41,21450732"
"4611","PTET.51.1.G0190191","Inf","NO","none","0","0","0","0","0","0"
"4612","PTET.51.1.G0190192","0,028805961","NO","none","10,98659138","18,53899793","10,98461417","29,97540236","51,1579233","82,99730298"
"4613","PTET.51.1.G0190193","0,009139756","NO","none","96,872388","153,9711812","188,1484072","173,4532604","162,1581776","196,2236167"
"4614","PTET.51.1.G0190194","0,147124425","NO","none","0","15,219922","4,822099413","7,303596355","4,868153322","15,84257162"
"4615","PTET.51.1.G0190195","0,056123608","NO","none","566,842546","766,3220569","860,6507144","787,087884","774,0464389","734,0274491"
"4616","PTET.51.1.G0190196","0,193438629","NO","none","53,06313305","78,71758065","81,20302159","96,98954516","60,82138491","65,86217825"
"4617","PTET.51.1.G0190197","0,508488804","NO","none","9,000911198","3,419645042","3,045207267","22,63186834","4,183578835","3,246519442"
"4618","PTET.51.1.G0190199","0,108945338","NO","none","42,50344315","51,04998478","50,90917741","66,12190333","65,92430733","68,2400629"
"4619","PTET.51.1.G0190200","0,346857569","NO","none","9,224167717","11,8788514","21,70726598","16,71013077","17,58949547","27,58861595"
"4620","PTET.51.1.G0190202","5,86E-003","NO","none","25,12734687","31,39055682","44,1304955","52,67150576","51,41206901","50,58480073"
"4621","PTET.51.1.G0190204","5,23E-003","NO","none","147,8109186","153,2694133","250,0126579","205,7403396","245,5212145","102,3919374"
"4622","PTET.51.1.G0190208","3,06E-002","NO","none","12,0722743","21,29237636","34,25954469","31,39784452","23,99561513","32,92370117"
"4623","PTET.51.1.G0190209","1,25E-010","NO","none","3592,02409","5185,052413","4616,723166","5160,73145","6070,731676","5431,840037"
"4624","PTET.51.1.G0190210","0,004332541","NO","none","43,66602814","43,62005178","84,05957118","70,71533875","84,41303586","83,71798515"
"4625","PTET.51.1.G0190211","0,057675285","NO","none","30,3300449","50,37805065","91,07250461","92,81409093","67,6739802","89,44036108"
"4626","PTET.51.1.G0190212","2,27E-002","NO","none","14,34327487","52,02733488","28,27951315","61,47281378","56,33909394","93,55818378"
"4627","PTET.51.1.G0190214","0,708677611","NO","none","0","0,810922538","2,102685218","3,235150063","2,296088099","1,317632003"
"4628","PTET.51.1.G0190217","0,08334276","NO","none","58,32135406","67,46550419","65,09713301","79,24400051","104,6932107","101,4612265"
"4629","PTET.51.1.G0190218","4,61E-001","NO","none","5,389566781","6,967126931","7,739463145","4,678857532","4,920148147","2,507926818"
"4630","PTET.51.1.G0190220","0,091787784","NO","none","142,6743593","181,1683214","123,8819901","166,9481961","214,362096","170,3790687"
"4631","PTET.51.1.G0190221","7,47E-002","NO","none","203,5284449","289,6207541","243,2818627","244,2746128","301,5827516","306,1514664"
"4632","PTET.51.1.G0190224","0,162244656","NO","none","199,376642","161,0304721","132,5594904","200,4232681","213,6509634","149,4593122"
"4633","PTET.51.1.G0190225","6,13E-001","NO","none","1,948087931","1,93066511","2,467422413","0,741374891","2,543881817","5,102171612"
"4634","PTET.51.1.G0190228","0,02514935","NO","none","203,105359","119,8436519","85,96854765","158,9260917","180,3754481","99,7457506"
"4635","PTET.51.1.G0190229","2,02E-001","NO","none","11,1223345","22,79498799","28,6243175","11,21018111","17,82698734","18,79949961"
"4636","PTET.51.1.G0190232","0,814366141","NO","none","171,053818","180,1748532","188,34303","165,3982622","164,1755683","192,8937492"
"4637","PTET.51.1.G0190233","0,00115447","NO","none","949,4896951","861,7637892","625,7088507","505,2930639","541,5440542","524,548959"
"4638","PTET.51.1.G0190234","0,102236221","NO","none","92,09238264","69,24040605","82,9574633","100,5583255","100,336774","123,6067579"
"4639","PTET.51.1.G0190235","2,34E-001","NO","none","60,46949627","43,23196481","73,93500295","56,82387247","78,8186382","62,00122163"
"4640","PTET.51.1.G0190236","0,000214539","NO","none","1322,787644","749,1324739","1759,704876","1205,871638","742,508975","711,9732499"
"4641","PTET.51.1.G0190237","1,61E-001","NO","none","90,73583384","60,37070646","118,9741998","116,2277425","119,7742896","124,6625216"
"4642","PTET.51.1.G0190240","0,307421561","NO","none","45,61093556","28,94344686","44,21314344","32,78960166","68,20282091","35,16698575"
"4643","PTET.51.1.G0190241","3,09E-001","NO","none","258,1255091","208,8564599","194,7172061","157,6738957","233,5148649","270,5707788"
"4644","PTET.51.1.G0190243","4,14E-001","NO","none","18,76656282","22,57806267","31,75957063","7,073440029","24,82962283","28,87332417"
"4645","PTET.51.1.G0190245","0,02075974","NO","none","144,0833462","85,0005004","104,4042951","109,5151594","108,3086806","99,59373589"
"4646","PTET.51.1.G0190246","0,001863667","NO","none","278,6500709","186,7410643","219,2277692","156,2966348","166,502815","178,9007236"
"4647","PTET.51.1.G0190247","0,0671992","NO","none","157,0870581","116,6983251","115,98001","142,8524324","106,2014745","85,2941803"
"4648","PTET.51.1.G0190250","2,18E-001","NO","none","29,82633356","54,79902752","48,83163602","37,49894115","34,07914051","34,81658074"
"4649","PTET.51.1.G0190252","0,071693624","NO","none","82,65046043","54,31689928","59,20434717","49,34378331","69,4824078","78,11409969"
"4650","PTET.51.1.G0190253","2,80E-002","NO","none","193,6939319","280,342474","298,2589664","277,9722215","284,3285438","273,4795681"
"4651","PTET.51.1.G0190256","7,68E-002","NO","none","124,3734085","75,3859619","157,0465242","152,2480966","137,4196302","178,7108627"
"4652","PTET.51.1.G0190259","6,92E-002","NO","none","19842,59289","12191,41538","17231,0381","21989,26968","20145,74657","21354,08837"
"4653","PTET.51.1.G0190260","4,87E-006","NO","none","811,9940443","518,241315","392,5858526","419,8894049","493,4581454","502,7264774"
"4654","PTET.51.1.G0190261","2,69E-001","NO","none","226,6126215","192,7195445","215,6677807","261,2376369","225,999898","281,5045456"
"4655","PTET.51.1.G0190264","0,038293469","NO","none","571,8999685","354,8121801","383,2452168","363,6856508","365,8058014","414,0203936"
"4656","PTET.51.1.G0190265","0,189295642","NO","none","128,1906697","94,69032074","168,2067568","255,20024","212,6679581","155,5522523"
"4657","PTET.51.1.G0190266","0,383162211","NO","none","124,6488331","82,43135779","141,113249","115,1566864","120,2886085","118,126924"
"4658","PTET.51.1.G0190267","0,641967505","NO","none","1,394639372","2,295494766","3,8920387","1,068818979","4,242268303","2,611891376"
"4659","PTET.51.1.G0190268","0,020420684","NO","none","109,1222286","69,79195145","125,2409135","154,4542309","116,5995076","163,8210136"
"4660","PTET.51.1.G0190269","0,003378391","NO","none","99,39708299","108,133875","139,1395969","128,5033069","154,6371667","164,9676963"
"4661","PTET.51.1.G0190270","0,002950297","NO","none","2,743076674","11,39720174","9,86155086","6,63441189","9,553159623","8,48061582"
"4662","PTET.51.1.G0190271","0,495934133","NO","none","55,81659861","81,39557582","67,66358423","46,32670877","63,20065509","41,98482862"
"4663","PTET.51.1.G0190272","9,85E-002","NO","none","25,19424768","41,22927042","81,06547672","18,54522797","32,47751562","43,99625552"
